observation,data_marking,statistical_unit_eng,statistical_unit_cym,measure_type_eng,measure_type_cym,observation_type,empty,obs_type_value,unit_multiplier,unit_of_measure_eng,unit_of_measure_cym,confidentuality,empty1,geographic_area,empty2,empty3,time_dim_item_id,time_dim_item_label_eng,time_dim_item_label_cym,time_type,empty4,statistical_population_id,statistical_population_label_eng,statistical_population_label_cym,cdid,cdiddescrip,empty5,empty6,empty7,empty8,empty9,empty10,empty11,empty12,dim_id_1,dimension_label_eng_1,dimension_label_cym_1,dim_item_id_1,dimension_item_label_eng_1,dimension_item_label_cym_1,is_total_1,is_sub_total_1,dim_id_2,dimension_label_eng_2,dimension_label_cym_2,dim_item_id_2,dimension_item_label_eng_2,dimension_item_label_cym_2,is_total_2,is_sub_total_2
315.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Extractive Industries, Extractive Industries,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
32.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Extractive Industries, Extractive Industries,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Capital Total , Capital Total ,,,
284.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Extractive Industries, Extractive Industries,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Current Total , Current Total ,,,
176.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Extractive Industries, Extractive Industries,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,,Salaries and wages ,Salaries and wages ,,,
108.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Extractive Industries, Extractive Industries,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Other current , Other current ,,,
430.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Food products and beverages; Tobacco products, Food products and beverages; Tobacco products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
30.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Food products and beverages; Tobacco products, Food products and beverages; Tobacco products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Capital Total , Capital Total ,,,
400.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Food products and beverages; Tobacco products, Food products and beverages; Tobacco products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Current Total , Current Total ,,,
218.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Food products and beverages; Tobacco products, Food products and beverages; Tobacco products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,,Salaries and wages ,Salaries and wages ,,,
182.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Food products and beverages; Tobacco products, Food products and beverages; Tobacco products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Other current , Other current ,,,
22.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,," Textiles, clothing and leather products"," Textiles, clothing and leather products",,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
,-,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,," Textiles, clothing and leather products"," Textiles, clothing and leather products",,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Capital Total , Capital Total ,,,
22.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,," Textiles, clothing and leather products"," Textiles, clothing and leather products",,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Current Total , Current Total ,,,
17.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,," Textiles, clothing and leather products"," Textiles, clothing and leather products",,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,,Salaries and wages ,Salaries and wages ,,,
5.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,," Textiles, clothing and leather products"," Textiles, clothing and leather products",,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Other current , Other current ,,,
48.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,," Pulp, paper and paper products; Printing; Wood and straw products"," Pulp, paper and paper products; Printing; Wood and straw products",,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
5.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,," Pulp, paper and paper products; Printing; Wood and straw products"," Pulp, paper and paper products; Printing; Wood and straw products",,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Capital Total , Capital Total ,,,
43.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,," Pulp, paper and paper products; Printing; Wood and straw products"," Pulp, paper and paper products; Printing; Wood and straw products",,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Current Total , Current Total ,,,
25.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,," Pulp, paper and paper products; Printing; Wood and straw products"," Pulp, paper and paper products; Printing; Wood and straw products",,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,,Salaries and wages ,Salaries and wages ,,,
18.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,," Pulp, paper and paper products; Printing; Wood and straw products"," Pulp, paper and paper products; Printing; Wood and straw products",,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Other current , Other current ,,,
86.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Refined petroleum products and coke oven products, Refined petroleum products and coke oven products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
2.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Refined petroleum products and coke oven products, Refined petroleum products and coke oven products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Capital Total , Capital Total ,,,
84.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Refined petroleum products and coke oven products, Refined petroleum products and coke oven products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Current Total , Current Total ,,,
52.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Refined petroleum products and coke oven products, Refined petroleum products and coke oven products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,,Salaries and wages ,Salaries and wages ,,,
33.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Refined petroleum products and coke oven products, Refined petroleum products and coke oven products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Other current , Other current ,,,
682.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Chemicals and chemical products, Chemicals and chemical products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
53.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Chemicals and chemical products, Chemicals and chemical products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Capital Total , Capital Total ,,,
629.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Chemicals and chemical products, Chemicals and chemical products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Current Total , Current Total ,,,
319.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Chemicals and chemical products, Chemicals and chemical products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,,Salaries and wages ,Salaries and wages ,,,
311.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Chemicals and chemical products, Chemicals and chemical products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Other current , Other current ,,,
3924.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Pharmaceuticals, Pharmaceuticals,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
175.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Pharmaceuticals, Pharmaceuticals,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Capital Total , Capital Total ,,,
3750.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Pharmaceuticals, Pharmaceuticals,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Current Total , Current Total ,,,
1676.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Pharmaceuticals, Pharmaceuticals,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,,Salaries and wages ,Salaries and wages ,,,
2073.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Pharmaceuticals, Pharmaceuticals,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Other current , Other current ,,,
129.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Rubber and plastic products, Rubber and plastic products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
11.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Rubber and plastic products, Rubber and plastic products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Capital Total , Capital Total ,,,
118.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Rubber and plastic products, Rubber and plastic products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Current Total , Current Total ,,,
65.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Rubber and plastic products, Rubber and plastic products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,,Salaries and wages ,Salaries and wages ,,,
54.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Rubber and plastic products, Rubber and plastic products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Other current , Other current ,,,
61.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Other non-metallic mineral products, Other non-metallic mineral products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
5.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Other non-metallic mineral products, Other non-metallic mineral products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Capital Total , Capital Total ,,,
56.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Other non-metallic mineral products, Other non-metallic mineral products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Current Total , Current Total ,,,
35.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Other non-metallic mineral products, Other non-metallic mineral products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,,Salaries and wages ,Salaries and wages ,,,
21.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Other non-metallic mineral products, Other non-metallic mineral products,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Other current , Other current ,,,
51.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Casting of iron and steel, Casting of iron and steel,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
,-,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Casting of iron and steel, Casting of iron and steel,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Capital Total , Capital Total ,,,
51.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Casting of iron and steel, Casting of iron and steel,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Current Total , Current Total ,,,
25.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Casting of iron and steel, Casting of iron and steel,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,,Salaries and wages ,Salaries and wages ,,,
25.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Casting of iron and steel, Casting of iron and steel,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Other current , Other current ,,,
76.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Non-ferrous metals, Non-ferrous metals,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
16.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Non-ferrous metals, Non-ferrous metals,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Capital Total , Capital Total ,,,
60.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Non-ferrous metals, Non-ferrous metals,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Current Total , Current Total ,,,
44.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Non-ferrous metals, Non-ferrous metals,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,,Salaries and wages ,Salaries and wages ,,,
16.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Non-ferrous metals, Non-ferrous metals,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Other current , Other current ,,,
110.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Fabricated metal products except machinery and equipment, Fabricated metal products except machinery and equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
8.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Fabricated metal products except machinery and equipment, Fabricated metal products except machinery and equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Capital Total , Capital Total ,,,
102.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Fabricated metal products except machinery and equipment, Fabricated metal products except machinery and equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Current Total , Current Total ,,,
59.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Fabricated metal products except machinery and equipment, Fabricated metal products except machinery and equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,,Salaries and wages ,Salaries and wages ,,,
44.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Fabricated metal products except machinery and equipment, Fabricated metal products except machinery and equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Other current , Other current ,,,
992.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Machinery and equipment, Machinery and equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
39.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Machinery and equipment, Machinery and equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Capital Total , Capital Total ,,,
953.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Machinery and equipment, Machinery and equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Current Total , Current Total ,,,
555.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Machinery and equipment, Machinery and equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,,Salaries and wages ,Salaries and wages ,,,
398.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Machinery and equipment, Machinery and equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Other current , Other current ,,,
170.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Computers and peripheral equipment, Computers and peripheral equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
5.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Computers and peripheral equipment, Computers and peripheral equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Capital Total , Capital Total ,,,
165.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Computers and peripheral equipment, Computers and peripheral equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Current Total , Current Total ,,,
74.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Computers and peripheral equipment, Computers and peripheral equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,,Salaries and wages ,Salaries and wages ,,,
91.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Computers and peripheral equipment, Computers and peripheral equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Other current , Other current ,,,
460.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Electrical equipment, Electrical equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
52.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Electrical equipment, Electrical equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Capital Total , Capital Total ,,,
408.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Electrical equipment, Electrical equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Current Total , Current Total ,,,
225.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Electrical equipment, Electrical equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,,Salaries and wages ,Salaries and wages ,,,
183.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Electrical equipment, Electrical equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Other current , Other current ,,,
866.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Consumer electronics and communication equipment, Consumer electronics and communication equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
110.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Consumer electronics and communication equipment, Consumer electronics and communication equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Capital Total , Capital Total ,,,
757.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Consumer electronics and communication equipment, Consumer electronics and communication equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Current Total , Current Total ,,,
434.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Consumer electronics and communication equipment, Consumer electronics and communication equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,,Salaries and wages ,Salaries and wages ,,,
323.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Consumer electronics and communication equipment, Consumer electronics and communication equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Other current , Other current ,,,
680.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Precision instruments and optical products; photographic equipment, Precision instruments and optical products; photographic equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
39.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Precision instruments and optical products; photographic equipment, Precision instruments and optical products; photographic equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Capital Total , Capital Total ,,,
641.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Precision instruments and optical products; photographic equipment, Precision instruments and optical products; photographic equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Current Total , Current Total ,,,
312.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Precision instruments and optical products; photographic equipment, Precision instruments and optical products; photographic equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,,Salaries and wages ,Salaries and wages ,,,
329.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Precision instruments and optical products; photographic equipment, Precision instruments and optical products; photographic equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Other current , Other current ,,,
2303.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Motor vehicles and parts, Motor vehicles and parts,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
146.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Motor vehicles and parts, Motor vehicles and parts,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Capital Total , Capital Total ,,,
2158.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Motor vehicles and parts, Motor vehicles and parts,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Current Total , Current Total ,,,
772.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Motor vehicles and parts, Motor vehicles and parts,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,,Salaries and wages ,Salaries and wages ,,,
1386.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Motor vehicles and parts, Motor vehicles and parts,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Other current , Other current ,,,
78.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Other transport equipment, Other transport equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
4.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Other transport equipment, Other transport equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Capital Total , Capital Total ,,,
74.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Other transport equipment, Other transport equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Current Total , Current Total ,,,
46.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Other transport equipment, Other transport equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,,Salaries and wages ,Salaries and wages ,,,
28.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Other transport equipment, Other transport equipment,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Other current , Other current ,,,
262.0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,Industry,Industry,, Shipbuilding, Shipbuilding,,,,Current and capital expenditure on R&D,Current and capital expenditure on R&D,, Total , Total ,,,
