observation,data_marking,statistical_unit_eng,statistical_unit_cym,measure_type_eng,measure_type_cym,observation_type,empty,obs_type_value,unit_multiplier,unit_of_measure_eng,unit_of_measure_cym,confidentuality,empty1,geographic_area,empty2,empty3,time_dim_item_id,time_dim_item_label_eng,time_dim_item_label_cym,time_type,empty4,statistical_population_id,statistical_population_label_eng,statistical_population_label_cym,cdid,cdiddescrip,empty5,empty6,empty7,empty8,empty9,empty10,empty11,empty12,dim_id_1,dimension_label_eng_1,dimension_label_cym_1,dim_item_id_1,dimension_item_label_eng_1,dimension_item_label_cym_1,is_total_1,is_sub_total_1,dim_id_2,dimension_label_eng_2,dimension_label_cym_2,dim_item_id_2,dimension_item_label_eng_2,dimension_item_label_cym_2,is_total_2,is_sub_total_2,dim_id_3,dimension_label_eng_3,dimension_label_cym_3,dim_item_id_3,dimension_item_label_eng_3,dimension_item_label_cym_3,is_total_3,is_sub_total_3,dim_id_4,dimension_label_eng_4,dimension_label_cym_4,dim_item_id_4,dimension_item_label_eng_4,dimension_item_label_cym_4,is_total_4,is_sub_total_4
0.5,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour Excluding Bonuses and Arrears,Labour Costs per Hour Excluding Bonuses and Arrears,,,,SIC,SIC,,ILCH_C4 Manufacturing - Basic Metals and Metal Products,ILCH_C4 Manufacturing - Basic Metals and Metal Products,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
8.6,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour,Labour Costs per Hour,,,,SIC,SIC,,ILCH_C5 Manufacturing - Engineering and Allied Industries,ILCH_C5 Manufacturing - Engineering and Allied Industries,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
7.8,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Wage Costs per Hour,Wage Costs per Hour,,,,SIC,SIC,,ILCH_C5 Manufacturing - Engineering and Allied Industries,ILCH_C5 Manufacturing - Engineering and Allied Industries,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
14.0,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Other Costs per Hour,Other Costs per Hour,,,,SIC,SIC,,ILCH_C5 Manufacturing - Engineering and Allied Industries,ILCH_C5 Manufacturing - Engineering and Allied Industries,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
7.8,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour Excluding Bonuses and Arrears,Labour Costs per Hour Excluding Bonuses and Arrears,,,,SIC,SIC,,ILCH_C5 Manufacturing - Engineering and Allied Industries,ILCH_C5 Manufacturing - Engineering and Allied Industries,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
2.4,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour,Labour Costs per Hour,,,,SIC,SIC,,ILCH_C6 Other Manufacturing,ILCH_C6 Other Manufacturing,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
1.6,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Wage Costs per Hour,Wage Costs per Hour,,,,SIC,SIC,,ILCH_C6 Other Manufacturing,ILCH_C6 Other Manufacturing,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
8.7,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Other Costs per Hour,Other Costs per Hour,,,,SIC,SIC,,ILCH_C6 Other Manufacturing,ILCH_C6 Other Manufacturing,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
2.2,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour Excluding Bonuses and Arrears,Labour Costs per Hour Excluding Bonuses and Arrears,,,,SIC,SIC,,ILCH_C6 Other Manufacturing,ILCH_C6 Other Manufacturing,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
8.9,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour,Labour Costs per Hour,,,,SIC,SIC,,"ILCH_D&E Electricity, Gas and Water Supply","ILCH_D&E Electricity, Gas and Water Supply",,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
8.1,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Wage Costs per Hour,Wage Costs per Hour,,,,SIC,SIC,,"ILCH_D&E Electricity, Gas and Water Supply","ILCH_D&E Electricity, Gas and Water Supply",,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
14.4,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Other Costs per Hour,Other Costs per Hour,,,,SIC,SIC,,"ILCH_D&E Electricity, Gas and Water Supply","ILCH_D&E Electricity, Gas and Water Supply",,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
8.9,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour Excluding Bonuses and Arrears,Labour Costs per Hour Excluding Bonuses and Arrears,,,,SIC,SIC,,"ILCH_D&E Electricity, Gas and Water Supply","ILCH_D&E Electricity, Gas and Water Supply",,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
8.3,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour,Labour Costs per Hour,,,,SIC,SIC,,ILCH_F Construction,ILCH_F Construction,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
7.8,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Wage Costs per Hour,Wage Costs per Hour,,,,SIC,SIC,,ILCH_F Construction,ILCH_F Construction,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
12.8,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Other Costs per Hour,Other Costs per Hour,,,,SIC,SIC,,ILCH_F Construction,ILCH_F Construction,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
8.6,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour Excluding Bonuses and Arrears,Labour Costs per Hour Excluding Bonuses and Arrears,,,,SIC,SIC,,ILCH_F Construction,ILCH_F Construction,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
9.8,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour,Labour Costs per Hour,,,,SIC,SIC,,ILCH_G46 Wholesale Trade,ILCH_G46 Wholesale Trade,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
9.6,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Wage Costs per Hour,Wage Costs per Hour,,,,SIC,SIC,,ILCH_G46 Wholesale Trade,ILCH_G46 Wholesale Trade,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
11.8,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Other Costs per Hour,Other Costs per Hour,,,,SIC,SIC,,ILCH_G46 Wholesale Trade,ILCH_G46 Wholesale Trade,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
6.2,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour Excluding Bonuses and Arrears,Labour Costs per Hour Excluding Bonuses and Arrears,,,,SIC,SIC,,ILCH_G46 Wholesale Trade,ILCH_G46 Wholesale Trade,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
5.4,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour,Labour Costs per Hour,,,,SIC,SIC,,ILCH_G45&G47 Retail Trade and Repairs,ILCH_G45&G47 Retail Trade and Repairs,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
5.1,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Wage Costs per Hour,Wage Costs per Hour,,,,SIC,SIC,,ILCH_G45&G47 Retail Trade and Repairs,ILCH_G45&G47 Retail Trade and Repairs,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
8.3,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Other Costs per Hour,Other Costs per Hour,,,,SIC,SIC,,ILCH_G45&G47 Retail Trade and Repairs,ILCH_G45&G47 Retail Trade and Repairs,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
4.8,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour Excluding Bonuses and Arrears,Labour Costs per Hour Excluding Bonuses and Arrears,,,,SIC,SIC,,ILCH_G45&G47 Retail Trade and Repairs,ILCH_G45&G47 Retail Trade and Repairs,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
4.8,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour,Labour Costs per Hour,,,,SIC,SIC,,ILCH_H Transport and Storage,ILCH_H Transport and Storage,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
4.3,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Wage Costs per Hour,Wage Costs per Hour,,,,SIC,SIC,,ILCH_H Transport and Storage,ILCH_H Transport and Storage,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
9.1,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Other Costs per Hour,Other Costs per Hour,,,,SIC,SIC,,ILCH_H Transport and Storage,ILCH_H Transport and Storage,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
4.7,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour Excluding Bonuses and Arrears,Labour Costs per Hour Excluding Bonuses and Arrears,,,,SIC,SIC,,ILCH_H Transport and Storage,ILCH_H Transport and Storage,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
7.8,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour,Labour Costs per Hour,,,,SIC,SIC,,ILCH_I Accommodation and Food Service Activities,ILCH_I Accommodation and Food Service Activities,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
7.3,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Wage Costs per Hour,Wage Costs per Hour,,,,SIC,SIC,,ILCH_I Accommodation and Food Service Activities,ILCH_I Accommodation and Food Service Activities,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
12.2,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Other Costs per Hour,Other Costs per Hour,,,,SIC,SIC,,ILCH_I Accommodation and Food Service Activities,ILCH_I Accommodation and Food Service Activities,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
7.8,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour Excluding Bonuses and Arrears,Labour Costs per Hour Excluding Bonuses and Arrears,,,,SIC,SIC,,ILCH_I Accommodation and Food Service Activities,ILCH_I Accommodation and Food Service Activities,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
7.1,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour,Labour Costs per Hour,,,,SIC,SIC,,ILCH_J Information and Communication,ILCH_J Information and Communication,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
7.6,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Wage Costs per Hour,Wage Costs per Hour,,,,SIC,SIC,,ILCH_J Information and Communication,ILCH_J Information and Communication,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
3.9,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Other Costs per Hour,Other Costs per Hour,,,,SIC,SIC,,ILCH_J Information and Communication,ILCH_J Information and Communication,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
6.7,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour Excluding Bonuses and Arrears,Labour Costs per Hour Excluding Bonuses and Arrears,,,,SIC,SIC,,ILCH_J Information and Communication,ILCH_J Information and Communication,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
23.8,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Labour Costs per Hour,Labour Costs per Hour,,,,SIC,SIC,,ILCH_K Financial & Insurance Activities,ILCH_K Financial & Insurance Activities,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
22.7,,,,Percent,,,,,,,,,,,,,2001Q1,2001Q1,,,,,,,,,,,,,,,,,Costs,Costs,,Wage Costs per Hour,Wage Costs per Hour,,,,SIC,SIC,,ILCH_K Financial & Insurance Activities,ILCH_K Financial & Insurance Activities,,,,Growth Period,Growth Period,,Annual,Annual,,,,SA / NSA,SA / NSA,,Seasonally adjusted,Seasonally adjusted,,,
